epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,175.932,2.13273,3.21075,1.75671,0.63734,0.10959,0.11518,0.05744,1.56854,2.65186,1.30047,0.000329897,0.000329897,0.000329897
2,318.449,1.63003,2.06931,1.35156,0.35411,0.38897,0.21355,0.08754,1.5318,2.45312,1.40818,0.000656664,0.000656664,0.000656664
3,474.794,1.54448,1.84507,1.32608,0.36758,0.40056,0.21512,0.0964,1.60582,2.19343,1.36921,0.000976832,0.000976832,0.000976832
4,621.289,1.50854,1.80437,1.30552,0.47346,0.22967,0.24088,0.12409,1.45888,1.91921,1.37185,0.0009703,0.0009703,0.0009703
5,763.489,1.48399,1.79444,1.30472,0.42108,0.36384,0.27261,0.14019,1.39107,1.81739,1.29386,0.0009604,0.0009604,0.0009604
6,900.453,1.41325,1.66285,1.25913,0.40626,0.33959,0.28511,0.16696,1.30083,1.63811,1.23069,0.0009505,0.0009505,0.0009505
7,1038.25,1.41899,1.64815,1.26805,0.39242,0.42674,0.29405,0.17835,1.29291,1.8276,1.23074,0.0009406,0.0009406,0.0009406
8,1182.4,1.35912,1.56353,1.22653,0.58304,0.38313,0.34659,0.21152,1.30401,1.66178,1.22551,0.0009307,0.0009307,0.0009307
9,1330.02,1.3848,1.55079,1.23748,0.4857,0.39646,0.34607,0.15708,1.43236,1.76662,1.36615,0.0009208,0.0009208,0.0009208
10,1475.51,1.37198,1.56194,1.2283,0.48676,0.45299,0.33004,0.18313,1.42878,1.72528,1.30114,0.0009109,0.0009109,0.0009109
11,1610.93,1.34288,1.48972,1.2195,0.47333,0.44841,0.34526,0.21019,1.25212,1.58656,1.22314,0.000901,0.000901,0.000901
12,1747.9,1.38233,1.51045,1.24259,0.47798,0.46561,0.34527,0.18776,1.33127,1.58244,1.2537,0.0008911,0.0008911,0.0008911
13,1883.61,1.36141,1.46837,1.2347,0.51004,0.45092,0.37093,0.20266,1.30168,1.51618,1.24964,0.0008812,0.0008812,0.0008812
14,2059.47,1.35049,1.42246,1.22227,0.4984,0.47817,0.40777,0.22571,1.28014,1.41636,1.22747,0.0008713,0.0008713,0.0008713
15,2205.59,1.33406,1.40812,1.20882,0.4655,0.44971,0.38305,0.17921,1.50003,1.61223,1.34191,0.0008614,0.0008614,0.0008614
16,2343.39,1.29585,1.36558,1.19779,0.4955,0.48919,0.40764,0.2081,1.39926,1.47333,1.28673,0.0008515,0.0008515,0.0008515
17,2478.37,1.31032,1.36161,1.21412,0.48143,0.46463,0.40563,0.17787,1.71127,1.50318,1.55258,0.0008416,0.0008416,0.0008416
