epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2
1;147.848;214.081;35.698;16.931;0.58619;0.15476;0.07988;0.02975;187.686;275.049;154.295;0.000329897;0.000329897;0.000329897
2;281.846;163.796;224.413;132.659;0.32547;0.31102;0.17071;0.08141;153.835;230.087;140.603;0.000656664;0.000656664;0.000656664
3;41.151;153.627;187.125;131.269;0.14882;0.2652;0.14007;0.07042;16.791;220.321;145.137;0.000976832;0.000976832;0.000976832
4;534.807;147.643;180.438;129.981;0.36006;0.33638;0.20713;0.11314;145.583;187.897;135.857;0.0009703;0.0009703;0.0009703
5;66.489;143.751;170.237;127.906;0.37585;0.37699;0.21238;0.09713;165.976;203.978;15.055;0.0009604;0.0009604;0.0009604
6;789.342;139.545;162.003;125.822;0.23865;0.36699;0.23817;0.12361;152.611;17.899;141.229;0.0009505;0.0009505;0.0009505
7;917.357;141.187;16.415;127.563;0.37114;0.37432;0.23248;0.08469;17.907;218.713;159.336;0.0009406;0.0009406;0.0009406
8;104.34;137.883;15.688;125.991;0.2272;0.44117;0.28986;0.15194;143.402;173.064;13.691;0.0009307;0.0009307;0.0009307
9;116.833;136.108;151.965;125.764;0.37373;0.35302;0.22984;0.09086;167.697;181.106;146.988;0.0009208;0.0009208;0.0009208
10;129.115;134.861;14.712;125.842;0.30684;0.41544;0.32945;0.1932;132.942;15.516;133.825;0.0009109;0.0009109;0.0009109
11;141.547;132.292;145.006;124.035;0.2075;0.53118;0.26026;0.08607;196.487;18.906;183.569;0.000901;0.000901;0.000901
12;153.92;136.338;146.736;12.506;0.22793;0.44391;0.29169;0.1785;127.968;151.143;129.469;0.0008911;0.0008911;0.0008911
13;166.291;131.674;142.738;123.621;0.45279;0.44451;0.35132;0.16267;159.239;152.945;147.316;0.0008812;0.0008812;0.0008812
14;178.712;128.505;135.885;12.164;0.40236;0.46655;0.31363;0.13974;160.099;16.207;14.853;0.0008713;0.0008713;0.0008713
15;190.986;130.213;139.192;123.469;0.31079;0.47416;0.35665;0.19989;123.828;145.624;129.087;0.0008614;0.0008614;0.0008614
