epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,174.334,2.115,3.22761,1.75955,0.65029,0.17136,0.1315,0.06136,1.67366,2.4664,1.37275,0.000329897,0.000329897,0.000329897
2,312.618,1.65158,2.13991,1.36555,0.35286,0.30429,0.19989,0.09258,1.51318,1.82433,1.34019,0.000656664,0.000656664,0.000656664
3,451.748,1.55828,1.86368,1.33763,0.2232,0.42999,0.25988,0.0804,1.74435,1.99797,1.54302,0.000976832,0.000976832,0.000976832
4,589.004,1.51233,1.80658,1.31493,0.41933,0.40341,0.26518,0.15658,1.25821,1.74586,1.25231,0.0009703,0.0009703,0.0009703
5,725.759,1.45923,1.74646,1.29497,0.49487,0.39282,0.32266,0.17504,1.31511,1.66759,1.24289,0.0009604,0.0009604,0.0009604
6,863.993,1.43053,1.65507,1.26696,0.43005,0.4414,0.29316,0.15988,1.3379,1.58542,1.24985,0.0009505,0.0009505,0.0009505
7,1014.68,1.409,1.64862,1.26967,0.33293,0.44286,0.36759,0.22861,1.15529,1.47,1.15793,0.0009406,0.0009406,0.0009406
8,1167.73,1.37322,1.57129,1.22956,0.51882,0.38747,0.34378,0.2142,1.26602,1.57029,1.22681,0.0009307,0.0009307,0.0009307
9,1321.03,1.39731,1.56315,1.24871,0.26777,0.47758,0.3423,0.19538,1.35415,1.4877,1.22834,0.0009208,0.0009208,0.0009208
10,1471.22,1.36282,1.52685,1.22715,0.32289,0.44885,0.33188,0.18772,1.46274,1.90411,1.34365,0.0009109,0.0009109,0.0009109
11,1622.76,1.32302,1.48201,1.21381,0.29175,0.46912,0.32296,0.20694,1.22571,1.50382,1.21028,0.000901,0.000901,0.000901
12,1775.25,1.33966,1.44405,1.22495,0.49218,0.46307,0.36438,0.20146,1.28074,1.46827,1.22327,0.0008911,0.0008911,0.0008911
13,1923.38,1.33249,1.4235,1.2214,0.4252,0.53014,0.32937,0.19025,1.33192,1.59717,1.30567,0.0008812,0.0008812,0.0008812
14,2085.09,1.32211,1.41116,1.21368,0.46938,0.5119,0.35174,0.19164,1.30925,1.4381,1.25591,0.0008713,0.0008713,0.0008713
15,2251.5,1.30583,1.36522,1.20096,0.52019,0.51263,0.42346,0.28266,1.10661,1.27588,1.14368,0.0008614,0.0008614,0.0008614
16,2416.44,1.26603,1.35175,1.18639,0.52467,0.46106,0.39858,0.2543,1.17981,1.30825,1.20405,0.0008515,0.0008515,0.0008515
17,2595.75,1.28516,1.32836,1.19476,0.47659,0.48334,0.37557,0.1852,1.48635,1.3989,1.37527,0.0008416,0.0008416,0.0008416
18,2750.74,1.31129,1.32487,1.20895,0.35659,0.52858,0.39801,0.24367,1.2023,1.42631,1.18469,0.0008317,0.0008317,0.0008317
19,2912.55,1.27324,1.30344,1.19418,0.53855,0.46921,0.39831,0.24069,1.19654,1.27184,1.20152,0.0008218,0.0008218,0.0008218
20,3069.13,1.2802,1.2945,1.18713,0.34897,0.57038,0.41794,0.24533,1.25819,1.29767,1.22517,0.0008119,0.0008119,0.0008119
21,3231.88,1.26825,1.29671,1.18335,0.33521,0.52018,0.41141,0.26565,1.20252,1.30252,1.19791,0.000802,0.000802,0.000802
22,3391.52,1.27813,1.29546,1.18984,0.36599,0.51066,0.43469,0.26661,1.30803,1.49239,1.26787,0.0007921,0.0007921,0.0007921
23,3546.45,1.26915,1.27841,1.19193,0.51121,0.50194,0.43247,0.25005,1.23049,1.26668,1.21332,0.0007822,0.0007822,0.0007822
24,3696.58,1.25597,1.27068,1.19413,0.5518,0.50977,0.46426,0.30178,1.18056,1.21249,1.18814,0.0007723,0.0007723,0.0007723
25,3850.2,1.25248,1.23961,1.18421,0.39903,0.51028,0.45149,0.28414,1.22484,1.32344,1.22838,0.0007624,0.0007624,0.0007624
26,3999.05,1.27298,1.23619,1.19802,0.60068,0.51636,0.49879,0.32652,1.14417,1.19915,1.17244,0.0007525,0.0007525,0.0007525
27,4151.17,1.23183,1.21555,1.17666,0.39748,0.53285,0.4469,0.25382,1.38877,1.22894,1.33266,0.0007426,0.0007426,0.0007426
28,4297.27,1.23851,1.21991,1.17446,0.44354,0.53551,0.49483,0.28261,1.33078,1.18721,1.27479,0.0007327,0.0007327,0.0007327
29,4442.7,1.23281,1.19653,1.16517,0.60956,0.49033,0.49873,0.32972,1.11356,1.14993,1.15675,0.0007228,0.0007228,0.0007228
30,4582.12,1.20933,1.1808,1.16434,0.61303,0.47812,0.49283,0.29525,1.22053,1.12426,1.21749,0.0007129,0.0007129,0.0007129
31,4717.11,1.20985,1.16697,1.16169,0.51464,0.54491,0.52384,0.2976,1.25359,1.10476,1.24334,0.000703,0.000703,0.000703
32,4855.77,1.20355,1.19133,1.15576,0.58338,0.50122,0.48352,0.30683,1.13336,1.14192,1.18368,0.0006931,0.0006931,0.0006931
33,5005.21,1.24373,1.17348,1.18148,0.46394,0.53687,0.50051,0.33917,1.1109,1.11191,1.16018,0.0006832,0.0006832,0.0006832
34,5148.23,1.20717,1.17101,1.15791,0.46472,0.51302,0.49917,0.31235,1.20711,1.11245,1.21082,0.0006733,0.0006733,0.0006733
35,5285.24,1.18459,1.14923,1.16071,0.4509,0.60262,0.54515,0.33205,1.25222,1.10485,1.24045,0.0006634,0.0006634,0.0006634
36,5422.41,1.21823,1.16107,1.1683,0.46086,0.5951,0.54298,0.35831,1.13664,1.12666,1.17458,0.0006535,0.0006535,0.0006535
37,5559.33,1.19055,1.14217,1.1544,0.59725,0.48355,0.48168,0.28746,1.22939,1.15467,1.23391,0.0006436,0.0006436,0.0006436
38,5706.39,1.23804,1.17386,1.17687,0.46213,0.57077,0.49226,0.32333,1.13572,1.1305,1.17027,0.0006337,0.0006337,0.0006337
39,5851.61,1.19691,1.12859,1.15624,0.48663,0.56022,0.54386,0.36105,1.1035,1.07799,1.15982,0.0006238,0.0006238,0.0006238
40,5990.44,1.18341,1.1283,1.16162,0.47264,0.61306,0.56056,0.35222,1.16832,1.04119,1.19704,0.0006139,0.0006139,0.0006139
41,6125.71,1.16835,1.10571,1.14781,0.65466,0.52312,0.55143,0.30735,1.32233,1.08476,1.29256,0.000604,0.000604,0.000604
42,6260.42,1.19921,1.11604,1.16068,0.55559,0.56915,0.56313,0.37872,1.08282,1.05478,1.1448,0.0005941,0.0005941,0.0005941
43,6399.62,1.17801,1.08905,1.15304,0.53311,0.53519,0.55642,0.34952,1.2592,1.02332,1.25092,0.0005842,0.0005842,0.0005842
