epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,176.757,2.11181,3.21682,1.74261,0.58829,0.14021,0.09973,0.05071,1.59061,2.45186,1.33908,0.000329897,0.000329897,0.000329897
2,329.176,1.65662,2.13702,1.37523,0.18719,0.37786,0.22261,0.11124,1.46561,1.94555,1.33973,0.000656664,0.000656664,0.000656664
3,486.837,1.52962,1.82418,1.31722,0.38702,0.3884,0.23567,0.10559,1.68026,2.26204,1.46997,0.000976832,0.000976832,0.000976832
4,628.472,1.52167,1.79147,1.31134,0.42326,0.40822,0.29774,0.1711,1.32153,1.59503,1.21994,0.0009703,0.0009703,0.0009703
5,766.6,1.49426,1.76298,1.29838,0.41668,0.37409,0.28326,0.1513,1.37422,1.69091,1.26903,0.0009604,0.0009604,0.0009604
6,905.017,1.41754,1.66853,1.25657,0.45696,0.39608,0.31341,0.17659,1.37212,1.59881,1.26637,0.0009505,0.0009505,0.0009505
7,1049.82,1.44283,1.66577,1.28415,0.41937,0.39036,0.31275,0.19187,1.22237,1.55212,1.20058,0.0009406,0.0009406,0.0009406
8,1209.13,1.3964,1.58098,1.25945,0.49768,0.44657,0.35674,0.23069,1.23429,1.4295,1.19348,0.0009307,0.0009307,0.0009307
9,1357.87,1.39704,1.54475,1.24888,0.34046,0.45483,0.33338,0.16434,1.41629,1.7013,1.32572,0.0009208,0.0009208,0.0009208
10,1494.73,1.37135,1.52257,1.24212,0.30755,0.49115,0.34846,0.2033,1.21282,1.38385,1.1881,0.0009109,0.0009109,0.0009109
11,1631.11,1.34822,1.47896,1.21909,0.34459,0.44682,0.35649,0.21042,1.30826,1.51242,1.27768,0.000901,0.000901,0.000901
12,1766.75,1.3181,1.43883,1.21169,0.52431,0.47895,0.39184,0.24087,1.3324,1.49528,1.29709,0.0008911,0.0008911,0.0008911
13,1936.67,1.33289,1.43236,1.2245,0.49069,0.48267,0.36783,0.20923,1.25892,1.42194,1.21558,0.0008812,0.0008812,0.0008812
14,2086.43,1.33323,1.42335,1.21569,0.47928,0.50539,0.37619,0.18762,1.34589,1.35259,1.25465,0.0008713,0.0008713,0.0008713
15,2226.93,1.29521,1.34942,1.19972,0.49508,0.49079,0.38871,0.24548,1.20967,1.38392,1.20375,0.0008614,0.0008614,0.0008614
16,2362.96,1.28096,1.37447,1.19534,0.51008,0.49278,0.38296,0.18637,1.35818,1.33232,1.29824,0.0008515,0.0008515,0.0008515
17,2498.78,1.30098,1.34641,1.20628,0.54372,0.49749,0.44587,0.24868,1.28907,1.25227,1.24019,0.0008416,0.0008416,0.0008416
18,2651.09,1.28466,1.31925,1.19451,0.39245,0.49971,0.4203,0.2342,1.2439,1.23944,1.20705,0.0008317,0.0008317,0.0008317
19,2811.69,1.29447,1.30781,1.19935,0.49676,0.45883,0.36136,0.20382,1.26578,1.34975,1.24999,0.0008218,0.0008218,0.0008218
20,2957.02,1.27185,1.29683,1.19207,0.35389,0.54443,0.42527,0.26526,1.1676,1.24415,1.17878,0.0008119,0.0008119,0.0008119
21,3091.82,1.2762,1.29655,1.19339,0.32949,0.53122,0.39324,0.22694,1.29667,1.30171,1.26156,0.000802,0.000802,0.000802
22,3228.53,1.2853,1.30675,1.19655,0.53882,0.45883,0.4113,0.22365,1.27731,1.28898,1.24042,0.0007921,0.0007921,0.0007921
23,3366.26,1.27963,1.30385,1.19194,0.5849,0.4329,0.44338,0.25743,1.23986,1.34916,1.20481,0.0007822,0.0007822,0.0007822
24,3528.11,1.27702,1.26586,1.20058,0.42269,0.49355,0.47435,0.29228,1.13211,1.15917,1.16034,0.0007723,0.0007723,0.0007723
25,3674.58,1.25874,1.25136,1.18668,0.40067,0.52332,0.47229,0.2984,1.16304,1.16917,1.17718,0.0007624,0.0007624,0.0007624
26,3813.81,1.24807,1.23415,1.17419,0.56547,0.49452,0.45086,0.28259,1.21445,1.26972,1.21878,0.0007525,0.0007525,0.0007525
27,3962.35,1.25723,1.22934,1.19073,0.5856,0.47635,0.44982,0.21731,1.3937,1.25325,1.30902,0.0007426,0.0007426,0.0007426
28,4116.81,1.27072,1.23235,1.18651,0.66584,0.4652,0.51203,0.31561,1.18289,1.09864,1.19915,0.0007327,0.0007327,0.0007327
29,4272.51,1.22063,1.1999,1.16183,0.58441,0.49209,0.4793,0.3092,1.16885,1.17436,1.18764,0.0007228,0.0007228,0.0007228
30,4439.78,1.22432,1.20503,1.17029,0.42708,0.49291,0.48263,0.29798,1.14033,1.10143,1.16501,0.0007129,0.0007129,0.0007129
31,4619.94,1.19108,1.18884,1.15383,0.65728,0.49055,0.50631,0.28055,1.22806,1.17908,1.2278,0.000703,0.000703,0.000703
32,4777.93,1.22197,1.18616,1.16374,0.58057,0.50229,0.48322,0.27769,1.22401,1.12154,1.22717,0.0006931,0.0006931,0.0006931
33,4931.23,1.22021,1.18383,1.17125,0.50519,0.54521,0.51347,0.28181,1.25696,1.12534,1.22532,0.0006832,0.0006832,0.0006832
34,5096.56,1.20544,1.15134,1.15258,0.64451,0.47788,0.50502,0.29297,1.2927,1.20582,1.26072,0.0006733,0.0006733,0.0006733
35,5257.4,1.18943,1.15191,1.15451,0.50699,0.53945,0.53426,0.34872,1.10095,1.05255,1.14829,0.0006634,0.0006634,0.0006634
36,5414.72,1.21682,1.14383,1.16452,0.42285,0.53095,0.48684,0.30999,1.11972,1.08377,1.15627,0.0006535,0.0006535,0.0006535
37,5567.43,1.20326,1.13905,1.16003,0.42512,0.6007,0.52142,0.33164,1.12495,1.05249,1.16276,0.0006436,0.0006436,0.0006436
38,5724.49,1.20333,1.13536,1.15086,0.34977,0.56248,0.45513,0.25113,1.22263,1.13699,1.21618,0.0006337,0.0006337,0.0006337
39,5875.23,1.19132,1.13477,1.15328,0.5041,0.48588,0.47169,0.26345,1.31832,1.26777,1.27609,0.0006238,0.0006238,0.0006238
40,6038.01,1.19096,1.13372,1.16199,0.51157,0.59428,0.5537,0.3396,1.173,1.08597,1.198,0.0006139,0.0006139,0.0006139
41,6195.65,1.17593,1.11854,1.15073,0.43979,0.58845,0.51712,0.32689,1.12467,1.03518,1.15642,0.000604,0.000604,0.000604
42,6350.74,1.17096,1.10238,1.1453,0.48099,0.57023,0.51022,0.33157,1.07475,1.03927,1.13375,0.0005941,0.0005941,0.0005941
43,6506.02,1.16417,1.08841,1.14583,0.44904,0.6149,0.53183,0.30672,1.2755,1.08143,1.25383,0.0005842,0.0005842,0.0005842
44,6658.54,1.1789,1.07601,1.14419,0.51721,0.5992,0.57423,0.37837,1.08843,0.98531,1.1331,0.0005743,0.0005743,0.0005743
45,6806.15,1.17307,1.0918,1.14181,0.44088,0.56273,0.52435,0.3324,1.1325,1.06416,1.16686,0.0005644,0.0005644,0.0005644
46,6945.53,1.15151,1.06195,1.1361,0.4266,0.58633,0.49492,0.31992,1.11177,1.01393,1.14981,0.0005545,0.0005545,0.0005545
47,7080.99,1.14409,1.07585,1.1325,0.46653,0.614,0.5314,0.29805,1.28601,1.02715,1.26229,0.0005446,0.0005446,0.0005446
48,7229.8,1.17545,1.07789,1.14771,0.48171,0.56073,0.53921,0.35826,1.09635,1.00885,1.15033,0.0005347,0.0005347,0.0005347
49,7381.61,1.1558,1.04076,1.12899,0.52474,0.59869,0.57586,0.37539,1.11877,1.04531,1.15001,0.0005248,0.0005248,0.0005248
50,7526.76,1.12265,1.03938,1.11957,0.48078,0.57728,0.54372,0.34823,1.15453,1.01614,1.18344,0.0005149,0.0005149,0.0005149
51,7675.96,1.13126,1.04551,1.12523,0.59057,0.58912,0.61393,0.31445,1.32697,1.01986,1.30269,0.000505,0.000505,0.000505
52,7822.51,1.15576,1.02142,1.13256,0.54747,0.6114,0.60297,0.36598,1.13032,0.98396,1.1703,0.0004951,0.0004951,0.0004951
53,7970.95,1.14812,1.04756,1.13747,0.54357,0.59542,0.58757,0.36117,1.18595,0.97113,1.19693,0.0004852,0.0004852,0.0004852
54,8117.39,1.14158,1.02599,1.13308,0.55186,0.61871,0.60824,0.40465,1.05712,0.94754,1.13192,0.0004753,0.0004753,0.0004753
55,8264.21,1.12153,1.02538,1.1148,0.62761,0.59362,0.6343,0.41904,1.0622,0.94137,1.124,0.0004654,0.0004654,0.0004654
56,8411.88,1.12323,1.0128,1.12194,0.55307,0.6265,0.60623,0.32647,1.26957,1.00551,1.26373,0.0004555,0.0004555,0.0004555
57,8557.54,1.13193,1.01492,1.13108,0.54756,0.61774,0.59239,0.39684,1.04754,0.9411,1.1166,0.0004456,0.0004456,0.0004456
58,8709.1,1.14917,1.01464,1.12865,0.55612,0.61788,0.60439,0.40491,1.05306,0.92983,1.12163,0.0004357,0.0004357,0.0004357
59,8852.37,1.1129,1.00948,1.12086,0.60158,0.63482,0.65372,0.43137,1.04948,0.9498,1.12236,0.0004258,0.0004258,0.0004258
60,8998.06,1.12125,0.9851,1.11601,0.58149,0.65185,0.64594,0.42669,1.03748,0.90326,1.11454,0.0004159,0.0004159,0.0004159
61,9141.88,1.10835,0.97376,1.11498,0.5933,0.66858,0.64439,0.38749,1.15047,0.92992,1.17691,0.000406,0.000406,0.000406
62,9289.43,1.10515,0.9645,1.11049,0.57102,0.66528,0.64697,0.43447,1.03055,0.90765,1.1122,0.0003961,0.0003961,0.0003961
63,9433.18,1.10633,0.95212,1.11479,0.56368,0.67471,0.64091,0.40113,1.10604,0.89929,1.15494,0.0003862,0.0003862,0.0003862
64,9578.26,1.08753,0.97086,1.09844,0.53767,0.66173,0.61393,0.32557,1.22138,0.95369,1.23985,0.0003763,0.0003763,0.0003763
65,9725.49,1.11046,0.97609,1.12419,0.56676,0.65198,0.64011,0.40323,1.08662,0.96287,1.13748,0.0003664,0.0003664,0.0003664
66,9876.41,1.11102,0.96354,1.12005,0.59484,0.64802,0.66583,0.4324,1.07704,0.91127,1.13578,0.0003565,0.0003565,0.0003565
67,10019.5,1.09546,0.95162,1.09922,0.63522,0.63467,0.67607,0.45857,1.02428,0.88806,1.10813,0.0003466,0.0003466,0.0003466
68,10162.8,1.11218,0.96496,1.12111,0.64105,0.63818,0.67526,0.45414,1.02018,0.87965,1.10633,0.0003367,0.0003367,0.0003367
69,10305.3,1.08879,0.93085,1.10406,0.68341,0.63029,0.68013,0.43245,1.07232,0.87948,1.13277,0.0003268,0.0003268,0.0003268
70,10450,1.0892,0.94891,1.10812,0.63327,0.64119,0.66809,0.42244,1.07838,0.88748,1.1361,0.0003169,0.0003169,0.0003169
71,10601.3,1.08003,0.93593,1.10415,0.56557,0.681,0.65282,0.40114,1.10304,0.89439,1.15511,0.000307,0.000307,0.000307
72,10745.6,1.073,0.93284,1.09581,0.5419,0.68324,0.65179,0.40275,1.11871,0.89557,1.16299,0.0002971,0.0002971,0.0002971
73,10887.9,1.07884,0.93897,1.10215,0.61197,0.6208,0.65286,0.44232,0.99194,0.87239,1.09159,0.0002872,0.0002872,0.0002872
74,11034,1.09951,0.92236,1.10916,0.56586,0.68964,0.67718,0.41617,1.12189,0.86991,1.15797,0.0002773,0.0002773,0.0002773
75,11180.1,1.08147,0.91689,1.09869,0.58631,0.66483,0.67009,0.45032,1.01943,0.86978,1.10156,0.0002674,0.0002674,0.0002674
76,11328,1.05793,0.92858,1.09395,0.60877,0.64356,0.65753,0.40422,1.14957,0.89498,1.18098,0.0002575,0.0002575,0.0002575
77,11472.2,1.07469,0.91248,1.09363,0.63385,0.66028,0.67696,0.416,1.12325,0.88409,1.16647,0.0002476,0.0002476,0.0002476
78,11615.5,1.07721,0.92837,1.10282,0.63969,0.66218,0.68831,0.41098,1.17469,0.88138,1.196,0.0002377,0.0002377,0.0002377
79,11759.9,1.05294,0.91104,1.08962,0.61509,0.62466,0.6724,0.43545,1.07599,0.86236,1.1343,0.0002278,0.0002278,0.0002278
80,11904.2,1.07529,0.91292,1.09569,0.57889,0.71508,0.67186,0.42621,1.09978,0.87356,1.15004,0.0002179,0.0002179,0.0002179
81,12048.5,1.07604,0.9191,1.0934,0.65392,0.64091,0.69596,0.45328,1.04463,0.85484,1.11675,0.000208,0.000208,0.000208
82,12192.4,1.0533,0.88929,1.08123,0.59861,0.66892,0.66848,0.45467,0.9976,0.85413,1.09209,0.0001981,0.0001981,0.0001981
