epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.90064,2.05778,3.18357,1.78072,0.72993,0.07924,0.05936,0.02597,1.88333,2.61462,1.61934,0.000329897,0.000329897,0.000329897
2,17.1934,1.60872,1.98927,1.41198,0.34276,0.3774,0.192,0.09108,1.5467,2.06512,1.45149,0.000656664,0.000656664,0.000656664
3,24.9532,1.53644,1.84511,1.37011,0.24144,0.31455,0.23974,0.1248,1.51199,1.93188,1.48894,0.000976832,0.000976832,0.000976832
4,32.6176,1.48783,1.70977,1.35552,0.24598,0.43744,0.30339,0.16837,1.4157,1.72087,1.36797,0.0009703,0.0009703,0.0009703
5,40.2476,1.42089,1.65387,1.29602,0.22592,0.38392,0.28617,0.12088,1.65326,1.81365,1.48866,0.0009604,0.0009604,0.0009604
6,47.7639,1.40133,1.58808,1.29115,0.45759,0.41957,0.30985,0.15703,1.444,1.72314,1.36839,0.0009505,0.0009505,0.0009505
7,55.4737,1.38372,1.52706,1.28967,0.42571,0.39198,0.27877,0.09015,1.77568,1.87289,1.60621,0.0009406,0.0009406,0.0009406
8,63.1309,1.38451,1.49697,1.28161,0.29481,0.44847,0.31439,0.14468,1.67722,1.65206,1.52072,0.0009307,0.0009307,0.0009307
9,70.7448,1.38276,1.47749,1.2901,0.47068,0.44017,0.33528,0.17052,1.50295,1.56076,1.38796,0.0009208,0.0009208,0.0009208
10,78.4204,1.36152,1.45764,1.2751,0.31632,0.48816,0.33133,0.12714,1.70961,1.59417,1.56285,0.0009109,0.0009109,0.0009109
11,85.9469,1.34649,1.43722,1.27522,0.56387,0.37043,0.37029,0.19377,1.41183,1.58072,1.35038,0.000901,0.000901,0.000901
12,93.4747,1.33656,1.39656,1.24979,0.49512,0.39674,0.33029,0.17917,1.3847,1.50881,1.3347,0.0008911,0.0008911,0.0008911
13,101.08,1.29207,1.36262,1.23787,0.30056,0.50262,0.35804,0.16134,1.65474,1.47038,1.53283,0.0008812,0.0008812,0.0008812
14,108.728,1.28106,1.31784,1.22603,0.31452,0.4694,0.34782,0.16007,1.53233,1.47689,1.42033,0.0008713,0.0008713,0.0008713
15,116.289,1.30491,1.32664,1.24203,0.27951,0.46025,0.33889,0.1492,1.73431,1.89819,1.60564,0.0008614,0.0008614,0.0008614
16,123.795,1.2866,1.30918,1.2368,0.34322,0.4407,0.39592,0.25323,1.19312,1.3056,1.23236,0.0008515,0.0008515,0.0008515
17,131.376,1.26597,1.27767,1.22257,0.40845,0.4884,0.3757,0.16745,1.70118,1.43013,1.61543,0.0008416,0.0008416,0.0008416
18,138.898,1.28461,1.30067,1.23941,0.4534,0.54829,0.46344,0.2625,1.3687,1.49187,1.37419,0.0008317,0.0008317,0.0008317
19,146.408,1.23144,1.23059,1.2098,0.38945,0.53591,0.41948,0.23247,1.35727,1.29151,1.33732,0.0008218,0.0008218,0.0008218
20,153.909,1.22584,1.21756,1.20558,0.35861,0.52388,0.40328,0.20431,1.38715,1.35417,1.36299,0.0008119,0.0008119,0.0008119
21,161.566,1.26437,1.20099,1.21915,0.58783,0.46938,0.45359,0.25731,1.32094,1.30755,1.30587,0.000802,0.000802,0.000802
22,169.079,1.23722,1.18197,1.20897,0.35521,0.4439,0.40652,0.19038,1.45475,1.34863,1.40808,0.0007921,0.0007921,0.0007921
23,176.568,1.22363,1.19502,1.19582,0.40123,0.54755,0.48501,0.28786,1.27138,1.2287,1.27193,0.0007822,0.0007822,0.0007822
24,184.126,1.2479,1.21089,1.21473,0.36904,0.58046,0.4029,0.15692,1.84092,1.51634,1.7445,0.0007723,0.0007723,0.0007723
25,191.68,1.22098,1.1585,1.19176,0.47132,0.48038,0.49125,0.28569,1.34621,1.26312,1.32472,0.0007624,0.0007624,0.0007624
26,199.257,1.20898,1.11862,1.18863,0.50954,0.48388,0.49913,0.33305,1.11991,1.19558,1.2088,0.0007525,0.0007525,0.0007525
27,206.908,1.25752,1.1599,1.20898,0.47293,0.51229,0.50949,0.3311,1.1542,1.1761,1.21118,0.0007426,0.0007426,0.0007426
28,214.371,1.18268,1.11911,1.18036,0.4743,0.54562,0.51288,0.33482,1.14436,1.17075,1.19872,0.0007327,0.0007327,0.0007327
29,221.893,1.19548,1.11649,1.19063,0.55778,0.49318,0.53562,0.30815,1.31699,1.19487,1.31947,0.0007228,0.0007228,0.0007228
30,229.374,1.17188,1.0968,1.17146,0.49068,0.54731,0.51046,0.32187,1.19963,1.1535,1.24074,0.0007129,0.0007129,0.0007129
31,236.858,1.23367,1.12662,1.20539,0.46576,0.46981,0.49733,0.30952,1.2262,1.18345,1.25645,0.000703,0.000703,0.000703
32,244.396,1.20217,1.12049,1.18752,0.50213,0.45939,0.45924,0.21596,1.56931,1.26414,1.50705,0.0006931,0.0006931,0.0006931
33,251.863,1.18722,1.1204,1.18329,0.49769,0.54925,0.54432,0.35592,1.15044,1.19975,1.20668,0.0006832,0.0006832,0.0006832
34,259.446,1.19257,1.08872,1.18501,0.46218,0.56756,0.52255,0.28343,1.44701,1.20884,1.40922,0.0006733,0.0006733,0.0006733
35,266.942,1.19856,1.07286,1.18647,0.50736,0.54054,0.5405,0.34524,1.17739,1.10907,1.22597,0.0006634,0.0006634,0.0006634
36,274.448,1.15981,1.04024,1.16714,0.57896,0.54405,0.5582,0.35699,1.13374,1.164,1.20432,0.0006535,0.0006535,0.0006535
37,281.989,1.15147,1.07055,1.1679,0.55545,0.52648,0.5589,0.34828,1.21052,1.10419,1.24397,0.0006436,0.0006436,0.0006436
38,289.48,1.22565,1.07082,1.20842,0.52531,0.573,0.55786,0.34363,1.20592,1.09921,1.24753,0.0006337,0.0006337,0.0006337
39,297.024,1.15336,1.02715,1.15993,0.53341,0.52074,0.54764,0.33438,1.28111,1.10874,1.29459,0.0006238,0.0006238,0.0006238
40,304.618,1.18207,1.04535,1.18144,0.5827,0.55503,0.5753,0.38163,1.11428,1.0926,1.20345,0.0006139,0.0006139,0.0006139
41,312.182,1.16065,1.02668,1.1608,0.43374,0.62387,0.54767,0.35094,1.19016,1.12489,1.23046,0.000604,0.000604,0.000604
42,319.708,1.13338,1.01506,1.14491,0.50112,0.61288,0.57336,0.37713,1.13139,1.06683,1.209,0.0005941,0.0005941,0.0005941
43,327.186,1.13888,1.0068,1.14861,0.49371,0.55269,0.51786,0.30922,1.25852,1.17132,1.27674,0.0005842,0.0005842,0.0005842
44,334.673,1.15304,1.02665,1.16379,0.60179,0.52501,0.56728,0.34143,1.3232,1.08767,1.31403,0.0005743,0.0005743,0.0005743
45,342.214,1.14678,0.98862,1.15541,0.61387,0.54443,0.59067,0.38488,1.13698,1.0395,1.2063,0.0005644,0.0005644,0.0005644
46,349.704,1.12145,0.9844,1.14754,0.5678,0.54448,0.59414,0.34445,1.27911,1.06913,1.29418,0.0005545,0.0005545,0.0005545
47,357.312,1.11197,0.97303,1.13857,0.52032,0.6365,0.59138,0.38269,1.12871,1.05741,1.20281,0.0005446,0.0005446,0.0005446
