epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.3559,2.05384,3.17102,1.77141,0.66951,0.12485,0.12799,0.06695,1.5682,2.39575,1.54069,0.000329897,0.000329897,0.000329897
2,19.8793,1.60364,2.05825,1.40142,0.46137,0.35903,0.27187,0.14205,1.50393,1.86436,1.44557,0.000656664,0.000656664,0.000656664
3,29.0543,1.53004,1.83563,1.36729,0.44478,0.36145,0.29382,0.16166,1.33537,1.69584,1.32405,0.000976832,0.000976832,0.000976832
4,38.1197,1.47236,1.72853,1.34374,0.3957,0.29667,0.20327,0.06459,1.96701,2.5612,1.80399,0.0009703,0.0009703,0.0009703
5,47.0426,1.43424,1.66823,1.30571,0.41015,0.44319,0.30409,0.16886,1.39146,1.5094,1.34442,0.0009604,0.0009604,0.0009604
6,55.8618,1.40157,1.58171,1.29494,0.48764,0.43875,0.34829,0.17462,1.41106,1.5275,1.37584,0.0009505,0.0009505,0.0009505
7,64.7613,1.38154,1.54528,1.28645,0.44181,0.45229,0.29766,0.14838,1.36084,1.44839,1.33791,0.0009406,0.0009406,0.0009406
8,73.5994,1.37996,1.52575,1.27485,0.30456,0.44121,0.35841,0.18897,1.35848,1.46217,1.34434,0.0009307,0.0009307,0.0009307
9,82.4735,1.34457,1.45286,1.27168,0.52085,0.46009,0.36708,0.13725,1.79716,1.55495,1.61894,0.0009208,0.0009208,0.0009208
10,91.2948,1.34483,1.43326,1.27298,0.35253,0.48746,0.35428,0.20286,1.26246,1.34672,1.28516,0.0009109,0.0009109,0.0009109
11,100.172,1.33517,1.42303,1.26741,0.34536,0.5349,0.39295,0.19654,1.42204,1.53369,1.3897,0.000901,0.000901,0.000901
12,108.886,1.30912,1.37615,1.23936,0.55395,0.45716,0.4036,0.24553,1.18011,1.23263,1.24974,0.0008911,0.0008911,0.0008911
13,117.761,1.32396,1.36795,1.25912,0.50282,0.49973,0.4054,0.20212,1.34661,1.36114,1.33963,0.0008812,0.0008812,0.0008812
14,126.476,1.32937,1.3646,1.25539,0.47788,0.46707,0.36359,0.19374,1.24349,1.27018,1.29669,0.0008713,0.0008713,0.0008713
15,135.391,1.29866,1.35448,1.24548,0.51778,0.46577,0.4113,0.26059,1.17305,1.26093,1.23128,0.0008614,0.0008614,0.0008614
