epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,180.284,2.12511,3.20234,1.77298,0.6157,0.12345,0.11132,0.05326,1.62404,2.52188,1.42016,0.000329897,0.000329897,0.000329897
2,319.569,1.66524,2.12571,1.38501,0.36499,0.27194,0.19351,0.06977,1.64089,2.18774,1.5106,0.000656664,0.000656664,0.000656664
3,459.489,1.54885,1.9022,1.33789,0.4263,0.33109,0.25947,0.10471,1.5265,2.00946,1.44126,0.000976832,0.000976832,0.000976832
4,621.102,1.5121,1.82115,1.31815,0.34778,0.32852,0.21605,0.09602,1.48897,1.79906,1.33638,0.0009703,0.0009703,0.0009703
5,838.389,1.48361,1.74958,1.30829,0.164,0.34256,0.15568,0.08173,1.41929,1.82823,1.29937,0.0009604,0.0009604,0.0009604
6,1008.37,1.44645,1.6933,1.28266,0.48725,0.39427,0.30455,0.13711,1.59299,1.97571,1.51178,0.0009505,0.0009505,0.0009505
7,1163.75,1.43957,1.7078,1.29415,0.42735,0.40296,0.29072,0.16295,1.30792,1.70259,1.24088,0.0009406,0.0009406,0.0009406
8,1316.66,1.38804,1.56288,1.25132,0.46612,0.40451,0.31676,0.20095,1.22815,1.57922,1.17964,0.0009307,0.0009307,0.0009307
9,1461.78,1.41935,1.58027,1.26662,0.43721,0.37861,0.28386,0.16807,1.30327,1.64933,1.22682,0.0009208,0.0009208,0.0009208
10,1598.39,1.3616,1.52019,1.24091,0.3985,0.47896,0.3844,0.23118,1.24161,1.44444,1.22018,0.0009109,0.0009109,0.0009109
11,1745.16,1.35229,1.45984,1.23625,0.27924,0.41583,0.29627,0.19235,1.18509,1.43641,1.17538,0.000901,0.000901,0.000901
12,1910.47,1.35571,1.45476,1.24011,0.4083,0.40717,0.26014,0.1362,1.43271,1.59146,1.3118,0.0008911,0.0008911,0.0008911
