epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,175.107,2.11123,3.1936,1.74953,0.60521,0.16547,0.12469,0.059,1.69089,2.52936,1.41852,0.000329897,0.000329897,0.000329897
2,328.096,1.64102,2.09665,1.36303,0.34316,0.3267,0.2123,0.09046,1.58579,1.98416,1.42421,0.000656664,0.000656664,0.000656664
3,502.165,1.55937,1.89204,1.33139,0.43016,0.36639,0.24538,0.09861,1.50284,1.94354,1.38775,0.000976832,0.000976832,0.000976832
4,666.183,1.49942,1.81089,1.30258,0.4051,0.3641,0.25125,0.14956,1.29108,1.76173,1.23648,0.0009703,0.0009703,0.0009703
5,833.918,1.47615,1.76145,1.2921,0.41568,0.37263,0.27449,0.15436,1.28673,1.65925,1.24382,0.0009604,0.0009604,0.0009604
6,1001.68,1.44254,1.69662,1.26826,0.42855,0.34319,0.30898,0.17891,1.30583,1.61744,1.21773,0.0009505,0.0009505,0.0009505
7,1157.14,1.43269,1.63871,1.27547,0.43647,0.40301,0.3014,0.16826,1.25229,1.65097,1.20322,0.0009406,0.0009406,0.0009406
8,1303.74,1.39938,1.57472,1.24997,0.42229,0.41975,0.28481,0.18375,1.27551,1.71901,1.21841,0.0009307,0.0009307,0.0009307
9,1437.89,1.41325,1.57544,1.25916,0.26781,0.40615,0.30387,0.1563,1.59362,1.99139,1.39578,0.0009208,0.0009208,0.0009208
10,1587.66,1.36274,1.50441,1.22303,0.44762,0.36432,0.3421,0.20523,1.30161,1.5143,1.24867,0.0009109,0.0009109,0.0009109
11,1740.15,1.35977,1.4625,1.22701,0.47721,0.41872,0.32964,0.19153,1.29812,1.5273,1.23884,0.000901,0.000901,0.000901
12,1893.41,1.36458,1.51783,1.23671,0.44482,0.4877,0.34595,0.20534,1.25916,1.47237,1.22654,0.0008911,0.0008911,0.0008911
13,2041.81,1.35424,1.45251,1.22775,0.31975,0.48463,0.37062,0.21277,1.25273,1.47453,1.22164,0.0008812,0.0008812,0.0008812
14,2185.53,1.33802,1.41379,1.21516,0.45992,0.47274,0.3689,0.2364,1.18644,1.40743,1.17681,0.0008713,0.0008713,0.0008713
15,2321.01,1.30117,1.3775,1.19451,0.46634,0.42179,0.39464,0.21413,1.34343,1.44841,1.24688,0.0008614,0.0008614,0.0008614
16,2455.42,1.28177,1.35207,1.18891,0.46304,0.52644,0.41213,0.22547,1.26301,1.31285,1.21198,0.0008515,0.0008515,0.0008515
17,2609.43,1.30581,1.34021,1.20977,0.31895,0.46232,0.38689,0.2031,1.44248,1.3779,1.31714,0.0008416,0.0008416,0.0008416
18,2757.53,1.31449,1.3725,1.20819,0.3046,0.4781,0.3675,0.23525,1.19131,1.31085,1.16486,0.0008317,0.0008317,0.0008317
19,2908.97,1.30131,1.30621,1.1976,0.55199,0.43848,0.40094,0.25295,1.17294,1.27909,1.17003,0.0008218,0.0008218,0.0008218
20,3055.96,1.28583,1.30224,1.18947,0.47749,0.50204,0.38414,0.14724,1.76197,1.69229,1.50635,0.0008119,0.0008119,0.0008119
21,3197.36,1.2549,1.28308,1.18208,0.56353,0.4775,0.44775,0.26584,1.22208,1.28818,1.18975,0.000802,0.000802,0.000802
22,3334.56,1.29057,1.31123,1.20098,0.55465,0.455,0.42559,0.27589,1.12836,1.2416,1.15231,0.0007921,0.0007921,0.0007921
23,3471.54,1.25385,1.28995,1.17564,0.40925,0.4171,0.29811,0.11456,1.69195,1.44969,1.56719,0.0007822,0.0007822,0.0007822
24,3608.98,1.25152,1.25928,1.18639,0.41944,0.31752,0.23378,0.1092,2.25572,2.71104,2.36907,0.0007723,0.0007723,0.0007723
25,3744.42,1.25565,1.2814,1.18539,0.36739,0.54005,0.42507,0.27597,1.14267,1.22449,1.15997,0.0007624,0.0007624,0.0007624
26,3879.99,1.23734,1.21864,1.1725,0.54203,0.45258,0.41103,0.25237,1.20175,1.29061,1.20043,0.0007525,0.0007525,0.0007525
27,4016.55,1.23117,1.20216,1.17839,0.53413,0.47506,0.43492,0.28746,1.08767,1.14596,1.12722,0.0007426,0.0007426,0.0007426
28,4153.01,1.3104,1.24104,1.21012,0.48692,0.42179,0.40166,0.20681,1.3764,1.31187,1.28951,0.0007327,0.0007327,0.0007327
29,4290.37,1.22536,1.18653,1.16038,0.48821,0.50462,0.41038,0.23182,1.2293,1.20223,1.21006,0.0007228,0.0007228,0.0007228
30,4430.18,1.2252,1.18747,1.16383,0.5394,0.47755,0.44305,0.26615,1.24392,1.18638,1.21938,0.0007129,0.0007129,0.0007129
31,4573.13,1.21887,1.16587,1.16026,0.51543,0.4498,0.39612,0.14206,1.87256,1.70788,1.65543,0.000703,0.000703,0.000703
32,4709.62,1.21583,1.17971,1.16163,0.53668,0.50185,0.4546,0.28379,1.18675,1.18734,1.18031,0.0006931,0.0006931,0.0006931
33,4845.06,1.22917,1.17982,1.17886,0.52665,0.51249,0.46327,0.29123,1.13215,1.12055,1.1471,0.0006832,0.0006832,0.0006832
34,4981.16,1.20934,1.14339,1.15445,0.37133,0.6164,0.4532,0.28604,1.156,1.15804,1.16238,0.0006733,0.0006733,0.0006733
35,5116.7,1.20167,1.14526,1.1602,0.41516,0.57759,0.50258,0.34263,1.0999,1.12807,1.1388,0.0006634,0.0006634,0.0006634
36,5253.71,1.20205,1.13014,1.15574,0.38638,0.58826,0.48248,0.30725,1.11939,1.13395,1.15158,0.0006535,0.0006535,0.0006535
37,5390.23,1.20373,1.1245,1.15789,0.55426,0.52107,0.47291,0.22793,1.43125,1.18267,1.34206,0.0006436,0.0006436,0.0006436
38,5525.99,1.2171,1.14983,1.15911,0.56052,0.52794,0.4633,0.2275,1.3517,1.20608,1.29992,0.0006337,0.0006337,0.0006337
39,5662.56,1.19563,1.14388,1.1511,0.36975,0.61565,0.48358,0.28069,1.23407,1.17077,1.22268,0.0006238,0.0006238,0.0006238
40,5797.55,1.17576,1.11852,1.1506,0.54474,0.51583,0.46428,0.19434,1.51764,1.20738,1.42524,0.0006139,0.0006139,0.0006139
41,5932.02,1.22066,1.10343,1.169,0.44055,0.60555,0.51135,0.34555,1.06633,1.0856,1.1135,0.000604,0.000604,0.000604
42,6067.31,1.18883,1.097,1.15613,0.40572,0.58092,0.48381,0.29618,1.21045,1.1336,1.1941,0.0005941,0.0005941,0.0005941
43,6202.9,1.21794,1.11436,1.16816,0.41265,0.60568,0.52069,0.33169,1.14079,1.0975,1.14852,0.0005842,0.0005842,0.0005842
44,6339.69,1.17657,1.10023,1.13982,0.40369,0.60628,0.4895,0.30456,1.16456,1.09991,1.16354,0.0005743,0.0005743,0.0005743
45,6475.3,1.16932,1.11474,1.14235,0.39134,0.62879,0.49108,0.30707,1.12578,1.15678,1.14701,0.0005644,0.0005644,0.0005644
46,6610.92,1.16331,1.05776,1.14028,0.44098,0.58801,0.54086,0.35302,1.09393,1.06924,1.13154,0.0005545,0.0005545,0.0005545
