epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,176.591,2.11161,3.19242,1.74547,0.60437,0.13177,0.11018,0.06166,1.55126,2.51649,1.30605,0.000329897,0.000329897,0.000329897
2,315.539,1.64495,2.12251,1.36735,0.36739,0.30225,0.19407,0.09334,1.40366,2.29672,1.33651,0.000656664,0.000656664,0.000656664
3,454.35,1.5494,1.86878,1.33186,0.40799,0.34846,0.23619,0.12122,1.42142,1.91008,1.29186,0.000976832,0.000976832,0.000976832
4,592.816,1.49652,1.7997,1.29966,0.52412,0.27461,0.24418,0.13674,1.39987,1.88446,1.27757,0.0009703,0.0009703,0.0009703
5,729.577,1.46466,1.75689,1.29407,0.21056,0.30694,0.23752,0.11708,1.35627,1.91898,1.27177,0.0009604,0.0009604,0.0009604
6,867.231,1.41936,1.66403,1.26356,0.44846,0.37035,0.29233,0.16072,1.37505,1.72106,1.27091,0.0009505,0.0009505,0.0009505
7,1003.13,1.44114,1.63903,1.2865,0.4536,0.37522,0.2969,0.14074,1.43534,1.7878,1.29364,0.0009406,0.0009406,0.0009406
8,1139.79,1.38158,1.54864,1.24628,0.30819,0.47616,0.3259,0.2063,1.2147,1.67376,1.18994,0.0009307,0.0009307,0.0009307
9,1276.24,1.39414,1.53825,1.24581,0.25698,0.43106,0.3072,0.14305,1.57135,1.94371,1.38031,0.0009208,0.0009208,0.0009208
10,1412.72,1.35559,1.512,1.22666,0.30049,0.45234,0.32695,0.19798,1.27461,1.54571,1.21411,0.0009109,0.0009109,0.0009109
11,1549.31,1.35782,1.4687,1.22685,0.47421,0.42527,0.35191,0.21404,1.2914,1.55269,1.23026,0.000901,0.000901,0.000901
12,1687.34,1.34377,1.4626,1.22651,0.41078,0.43866,0.30756,0.13868,1.49689,1.72962,1.3528,0.0008911,0.0008911,0.0008911
13,1823.12,1.35552,1.43575,1.22999,0.29173,0.47922,0.37916,0.20979,1.30134,1.54747,1.26654,0.0008812,0.0008812,0.0008812
14,1958.94,1.34692,1.41811,1.21847,0.38158,0.4484,0.40858,0.26767,1.163,1.39287,1.1722,0.0008713,0.0008713,0.0008713
15,2094.07,1.31891,1.36565,1.21481,0.50472,0.46419,0.39798,0.24545,1.238,1.43687,1.21778,0.0008614,0.0008614,0.0008614
16,2230.32,1.29148,1.35044,1.19981,0.47697,0.43414,0.36004,0.21312,1.30793,1.63482,1.22427,0.0008515,0.0008515,0.0008515
17,2366.63,1.33261,1.37511,1.2269,0.50963,0.44948,0.36011,0.16447,1.62648,1.61744,1.45018,0.0008416,0.0008416,0.0008416
18,2504.22,1.29124,1.34101,1.19549,0.53556,0.49287,0.42491,0.24612,1.26542,1.39887,1.21504,0.0008317,0.0008317,0.0008317
19,2640.21,1.29751,1.33911,1.20184,0.58397,0.442,0.4433,0.27087,1.21248,1.35292,1.19746,0.0008218,0.0008218,0.0008218
20,2776.41,1.27151,1.30207,1.19192,0.29752,0.54452,0.36082,0.21559,1.2951,1.47015,1.22001,0.0008119,0.0008119,0.0008119
21,2911.51,1.25235,1.26444,1.18205,0.41299,0.5166,0.4569,0.2772,1.25301,1.32085,1.22583,0.000802,0.000802,0.000802
22,3046.8,1.28731,1.27876,1.20158,0.51617,0.47132,0.39963,0.22056,1.28213,1.40403,1.26215,0.0007921,0.0007921,0.0007921
23,3182.11,1.26174,1.2829,1.1845,0.56633,0.47675,0.44984,0.25355,1.33426,1.38661,1.26193,0.0007822,0.0007822,0.0007822
24,3317.26,1.27183,1.26097,1.19266,0.58145,0.48349,0.47187,0.29007,1.24775,1.27293,1.21717,0.0007723,0.0007723,0.0007723
25,3452.49,1.22437,1.23634,1.17081,0.40777,0.54594,0.46025,0.26908,1.24081,1.29577,1.21501,0.0007624,0.0007624,0.0007624
26,3587.81,1.22226,1.20889,1.16732,0.57927,0.48367,0.47834,0.29309,1.257,1.2338,1.22349,0.0007525,0.0007525,0.0007525
27,3722.97,1.21813,1.20813,1.1682,0.60605,0.46844,0.49568,0.32931,1.08377,1.20068,1.13158,0.0007426,0.0007426,0.0007426
28,3858.51,1.2335,1.20836,1.17293,0.57781,0.43466,0.43699,0.27937,1.10356,1.3484,1.15089,0.0007327,0.0007327,0.0007327
29,3993.91,1.26281,1.21431,1.18285,0.61851,0.47388,0.48488,0.3068,1.19153,1.23181,1.18635,0.0007228,0.0007228,0.0007228
30,4129.72,1.23584,1.22564,1.18177,0.38835,0.53289,0.48239,0.30855,1.18906,1.3177,1.17334,0.0007129,0.0007129,0.0007129
31,4265.92,1.20924,1.16902,1.16037,0.61628,0.47535,0.50231,0.31418,1.2821,1.25416,1.23554,0.000703,0.000703,0.000703
32,4401.13,1.18607,1.1531,1.15215,0.42423,0.48682,0.4997,0.30997,1.15314,1.20185,1.17398,0.0006931,0.0006931,0.0006931
33,4536.3,1.19832,1.15715,1.16151,0.38301,0.51884,0.50317,0.32844,1.17455,1.23545,1.17471,0.0006832,0.0006832,0.0006832
34,4672.03,1.21201,1.15791,1.16067,0.63344,0.47006,0.51593,0.33214,1.14571,1.22185,1.16999,0.0006733,0.0006733,0.0006733
