epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2
1;14.868;216.991;358.777;170.016;0.61304;0.15311;0.11668;0.04882;18.635;266.995;141.366;0.000329897;0.000329897;0.000329897
2;28.129;163.851;220.996;132.011;0.36121;0.24995;0.15178;0.07146;183.547;238.131;160.975;0.000656664;0.000656664;0.000656664
3;409.524;156.151;193.133;132.699;0.16087;0.28029;0.15957;0.08048;159.962;228.869;143.728;0.000976832;0.000976832;0.000976832
4;535.276;150.345;179.317;131.435;0.32797;0.31962;0.1582;0.07341;169.439;243.825;148.094;0.0009703;0.0009703;0.0009703
5;65.815;144.132;173.897;127.189;0.40641;0.35026;0.27835;0.12193;162.256;176.681;143.928;0.0009604;0.0009604;0.0009604
6;78.33;143.282;168.342;127.352;0.14922;0.29213;0.15627;0.06346;189.079;212.264;161.326;0.0009505;0.0009505;0.0009505
7;904.506;141.809;163.061;127.041;0.45848;0.35738;0.29069;0.17264;135.873;165.313;131.152;0.0009406;0.0009406;0.0009406
8;102.866;138.004;158.174;124.708;0.26676;0.35683;0.27728;0.16398;139.562;177.808;134.358;0.0009307;0.0009307;0.0009307
9;115.397;139.443;152.882;126.458;0.43653;0.37728;0.31101;0.16364;15.177;166.091;141.831;0.0009208;0.0009208;0.0009208
10;127.881;135.268;149.195;124.624;0.48791;0.37455;0.30452;0.15197;146.182;163.403;139.203;0.0009109;0.0009109;0.0009109
11;140.297;135.162;149.507;125.628;0.46313;0.39629;0.32126;0.13261;171.328;160.901;159.055;0.000901;0.000901;0.000901
12;152.45;133.815;142.897;122.748;0.4638;0.41227;0.31394;0.16587;145.647;159.347;135.901;0.0008911;0.0008911;0.0008911
13;165.139;130.862;139.794;122.323;0.44727;0.40349;0.32417;0.18515;132.809;145.065;130.001;0.0008812;0.0008812;0.0008812
14;177.597;127.562;135.604;120.236;0.51909;0.41554;0.36297;0.22157;127.691;137.896;12.616;0.0008713;0.0008713;0.0008713
15;190.108;130.922;138.003;12.261;0.51288;0.46777;0.38721;0.23773;124.581;136.056;126.083;0.0008614;0.0008614;0.0008614
16;202.387;126.381;134.706;120.796;0.53426;0.43624;0.3825;0.2467;11.675;138.136;121.327;0.0008515;0.0008515;0.0008515
17;214.948;127.373;133.384;120.831;0.47282;0.46362;0.35684;0.20111;138.023;13.689;133.296;0.0008416;0.0008416;0.0008416
18;227.312;1.302;137.249;123.392;0.33958;0.45345;0.37765;0.23626;118.514;138.985;123.118;0.0008317;0.0008317;0.0008317
19;239.887;128.273;12.921;121.531;0.52512;0.43648;0.37989;0.23242;12.265;139.614;126.819;0.0008218;0.0008218;0.0008218
20;252.294;125.325;129.591;120.792;0.49171;0.46006;0.40295;0.18111;154.354;149.316;145.809;0.0008119;0.0008119;0.0008119
21;264.916;124.401;125.003;119.957;0.5512;0.48204;0.41894;0.25746;122.139;131.717;125.262;0.000802;0.000802;0.000802
22;277.724;122.946;12.359;119.679;0.49426;0.44326;0.39277;0.18428;156.378;132.769;150.674;0.0007921;0.0007921;0.0007921
23;289.953;124.398;125.733;119.514;0.36043;0.50348;0.42115;0.25805;119.503;130.222;124.327;0.0007822;0.0007822;0.0007822
24;302.355;123.145;124.339;119.907;0.58782;0.44734;0.41782;0.22332;145.802;132.448;139.604;0.0007723;0.0007723;0.0007723
25;314.947;122.601;123.003;118.985;0.53713;0.45084;0.39212;0.17371;160.098;134.691;15.047;0.0007624;0.0007624;0.0007624
